时间,震级,地点,前半段深度TSE,后半段深度TSE,深度变化,前半段震级TSE,后半段震级TSE,震级变化,前震数量
2008-04-09 12:46:12.720000,7.3,"71 km SW of Isangel, Vanuatu",1.4011,1.4973,-0.0962,1.4756,1.4892,-0.0136,10
2008-03-20 22:32:57.930000,7.2,"226 km SE of Hotan, China",1.4876,1.4104,0.0771,1.5000,1.4945,0.0055,14
2008-02-25 08:36:33.030000,7.2,"164 km WSW of Sungai Penuh, Indonesia",1.4925,1.4698,0.0227,1.4527,1.4527,0.0000,12
2008-02-20 08:08:30.520000,7.4,"56 km NW of Sinabang, Indonesia",1.4892,1.4830,0.0061,1.4973,1.4698,0.0275,11
2007-12-19 09:30:27.930000,7.2,"207 km WSW of Adak, Alaska",1.5000,1.4981,0.0019,1.4892,1.4925,-0.0033,11
2007-12-09 07:28:20.820000,7.8,south of the Fiji Islands,1.4564,1.4830,-0.0266,1.4564,1.4925,-0.0361,11
2007-11-29 19:00:20.420000,7.4,"18 km WNW of Basse-Pointe, Martinique",1.4892,1.4830,0.0061,1.4564,1.4925,-0.0361,11
2007-11-14 15:40:50.530000,7.7,"36 km ESE of Tocopilla, Chile",1.4925,1.4986,-0.0061,1.4925,1.4653,0.0272,13
2007-10-31 03:30:15.960000,7.2,"Pagan region, Northern Mariana Islands",1.4830,1.4986,-0.0156,1.4981,1.4876,0.0106,13
2007-09-30 05:23:34.070000,7.4,"Auckland Islands, New Zealand region",1.4973,1.4527,0.0446,1.4892,1.5000,-0.0108,11
2007-09-28 13:38:57.880000,7.5,"Volcano Islands, Japan region",1.4756,1.5000,-0.0244,1.4756,1.4756,0.0000,10
2007-09-13 03:35:28.720000,7.0,"153 km SSW of Padang, Indonesia",1.4973,1.4756,0.0217,1.4892,1.5000,-0.0108,10
2007-09-12 23:49:03.720000,7.9,"87 km SW of Sungai Penuh, Indonesia",1.4892,1.4973,-0.0081,1.5000,1.4756,0.0244,10
2007-09-12 11:10:26.830000,8.4,"122 km SW of Bengkulu, Indonesia",1.5000,1.4925,0.0075,1.4981,1.4698,0.0283,12
2007-09-02 01:05:18.150000,7.2,"97 km S of Lata, Solomon Islands",1.4981,1.4981,0.0000,1.4925,1.5000,-0.0075,12
2007-08-15 23:40:57.890000,8.0,"41 km SW of San Vicente de Cañete, Peru",1.5000,1.4981,0.0019,1.4892,1.4981,-0.0090,11
2007-08-08 17:05:04.920000,7.5,"35 km NNE of Rengasdengklok, Indonesia",1.4698,1.4945,-0.0247,1.4698,1.4945,-0.0247,13
2007-08-01 17:08:51.400000,7.2,"56 km E of Luganville, Vanuatu",1.4981,1.4653,0.0328,1.4981,1.4778,0.0203,13
2007-04-01 20:39:58.710000,8.1,2007 Solomon Islands Earthquake,1.4892,1.4981,-0.0090,1.4973,1.4698,0.0275,11
2007-03-25 00:40:01.610000,7.1,"119 km S of Isangel, Vanuatu",1.4892,1.4830,0.0061,1.4564,1.5000,-0.0436,11
2007-01-21 11:27:45.060000,7.5,"126 km WNW of Ternate, Indonesia",1.4317,1.4973,-0.0656,1.4973,1.5000,-0.0027,10
2007-01-13 04:23:21.160000,8.1,2007 Kuril Islands Earthquake,1.4973,1.5000,-0.0027,1.4973,1.3774,0.1199,11
2006-12-26 12:26:21.140000,7.1,"30 km SW of Hengchun, Taiwan",1.5000,1.5000,0.0000,1.4973,1.4830,0.0142,11
2006-11-15 11:14:13.570000,8.3,2006 Kuril Islands Earthquake,1.4925,1.4830,0.0094,1.4925,1.4925,0.0000,12
2006-08-20 03:41:48.040000,7.0,Scotia Sea,1.4317,1.4973,-0.0656,1.5000,1.5000,0.0000,10
2006-07-17 08:19:26.680000,7.7,"226 km SSW of Singaparna, Indonesia",1.4981,1.4986,-0.0005,1.4698,1.4986,-0.0288,13
2006-05-16 10:39:23.340000,7.4,Kermadec Islands region,1.4756,1.4698,0.0058,1.4756,1.4925,-0.0169,11
2006-05-03 15:26:40.290000,8.0,2006 Tonga Earthquake,1.5000,1.4564,0.0436,1.5000,1.4973,0.0027,10
2006-04-20 23:25:02.150000,7.6,"80 km NE of Tilichiki, Russia",1.4830,1.4830,0.0000,1.4981,1.4925,0.0056,12
2006-02-22 22:19:07.800000,7.0,"160 km SE of Chipinge, Zimbabwe",1.5000,1.4756,0.0244,1.4892,1.4317,0.0575,10
2006-01-27 16:58:53.670000,7.6,"196 km S of Ambon, Indonesia",1.4892,1.4981,-0.0090,1.4756,1.4925,-0.0169,11
2006-01-02 22:13:40.490000,7.2,Fiji region,1.4892,1.4698,0.0194,1.4973,1.4830,0.0142,11
2006-01-02 06:10:49.760000,7.4,east of the South Sandwich Islands,1.4981,1.4981,0.0000,1.4925,1.4527,0.0398,12
2005-11-14 21:38:51.420000,7.0,"293 km ESE of Kamaishi, Japan",1.4986,1.4958,0.0028,1.4986,1.4958,0.0028,15
2005-10-08 03:50:40.800000,7.6,"21 km NNE of Muzaffar?b?d, Pakistan",1.4981,1.5000,-0.0019,1.4981,1.4778,0.0203,13
2005-09-26 01:55:37.670000,7.5,"39 km NW of Yurimaguas, Peru",1.4756,1.4830,-0.0075,1.4973,1.4981,-0.0008,11
2005-09-09 07:26:43.730000,7.6,"135 km E of Kokopo, Papua New Guinea",1.4756,1.4925,-0.0169,1.5000,1.4830,0.0170,11
2005-08-16 02:46:28.400000,7.2,"66 km ESE of Ishinomaki, Japan",1.4892,1.4981,-0.0090,1.4756,1.4698,0.0058,11
2005-07-24 15:42:06.210000,7.2,"Nicobar Islands, India region",1.4981,1.4925,0.0056,1.4981,1.4698,0.0283,12
2005-06-15 02:50:54.190000,7.2,"153 km W of Big Lagoon, California",1.4925,1.4981,-0.0056,1.4981,1.5000,-0.0019,12
2005-06-13 22:44:33.900000,7.8,"102 km ENE of Iquique, Chile",1.4756,1.5000,-0.0244,1.4756,1.4925,-0.0169,11
2005-03-28 16:09:36.530000,8.6,"78 km WSW of Singkil, Indonesia",1.5000,1.4830,0.0170,1.4756,1.4925,-0.0169,11
2005-03-02 10:42:12.230000,7.1,Banda Sea,1.4973,1.4698,0.0275,1.5000,1.4981,0.0019,11
2005-02-05 12:23:18.940000,7.1,"138 km SW of Palimbang, Philippines",1.4317,1.4892,-0.0575,1.4830,1.4564,0.0266,9
2004-12-26 04:21:29.810000,7.2,"284 km WNW of Sabang, Indonesia",1.4876,1.4986,-0.0111,1.4986,1.4986,0.0000,14
2004-12-26 00:58:53.450000,9.1,2004 Sumatra - Andaman Islands Earthquake,1.4564,1.4925,-0.0361,1.4011,1.4830,-0.0819,11
2004-12-23 14:59:04.410000,8.1,2004 Tasman Sea Earthquake,1.5000,1.4698,0.0302,1.5000,1.4981,0.0019,12
2004-11-28 18:32:14.130000,7.0,"51 km SW of Nemuro, Japan",1.4973,1.4698,0.0275,1.4973,1.4981,-0.0008,11
2004-11-26 02:25:03.310000,7.1,"29 km SSW of Nabire, Indonesia",1.4892,1.4066,0.0826,1.4756,1.4527,0.0229,11
2004-11-22 20:26:23.900000,7.1,"255 km W of Riverton, New Zealand",1.4830,1.4892,-0.0061,1.4958,1.4973,-0.0015,9
2004-11-15 09:06:56.560000,7.2,"32 km SSW of Pizarro, Colombia",1.4892,1.4892,0.0000,1.4564,1.4973,-0.0409,10
2004-11-11 21:26:41.150000,7.5,"63 km NW of Maubara, Timor Leste",1.4958,1.4756,0.0202,1.4317,1.4756,-0.0439,9
2004-10-09 21:26:53.690000,7.0,"43 km SSW of Masachapa, Nicaragua",1.4892,1.4892,0.0000,1.5000,1.4973,0.0027,10
2004-09-05 14:57:18.610000,7.4,"118 km ESE of Shing?, Japan",1.4973,1.4981,-0.0008,1.4973,1.5000,-0.0027,11
2004-09-05 10:07:07.820000,7.2,"94 km SE of Shing?, Japan",1.4981,1.4981,0.0000,1.4925,1.4698,0.0227,12
2004-07-25 14:35:19.060000,7.3,"100 km SSE of Jambi City, Indonesia",1.4564,1.4981,-0.0417,1.4973,1.4830,0.0142,11
2004-07-15 04:27:14.730000,7.1,"208 km ENE of Levuka, Fiji",1.4317,1.5000,-0.0683,1.5000,1.5000,0.0000,10
2004-02-07 02:42:35.210000,7.3,"Near the south coast of Papua, Indonesia",1.5000,1.4986,0.0014,1.4925,1.4986,-0.0061,13
2004-02-05 21:05:02.840000,7.0,"28 km S of Nabire, Indonesia",1.4892,1.4698,0.0194,1.5000,1.4981,0.0019,11
2004-01-03 16:23:21.020000,7.1,"202 km ESE of Tadine, New Caledonia",1.5000,1.4698,0.0302,1.4317,1.4925,-0.0608,11
2003-12-27 16:00:59.450000,7.3,"201 km ESE of Tadine, New Caledonia",1.5000,1.5000,0.0000,1.4756,1.5000,-0.0244,10
2003-11-17 06:43:06.800000,7.8,"Rat Islands, Aleutian Islands, Alaska",1.4830,1.4527,0.0304,1.5000,1.4981,0.0019,12
2003-10-31 01:06:28.280000,7.0,"133 km ESE of Ishinomaki, Japan",1.4892,1.4981,-0.0090,1.4756,1.4981,-0.0226,11
2003-09-27 11:33:25.080000,7.3,"29 km S of Aktash, Russia",1.4892,1.4830,0.0061,1.4317,1.4698,-0.0382,11
2003-09-25 21:08:00.030000,7.4,"119 km ESE of Shizunai-furukawach?, Japan",1.5000,1.4617,0.0383,1.4958,1.4958,0.0000,8
2003-09-25 19:50:06.360000,8.16,2003 Tokachi-Oki Earthquake,1.5000,1.4778,0.0222,1.4698,1.4876,-0.0178,13
2003-08-21 12:12:49.790000,7.2,"56 km NW of Te Anau, New Zealand",1.5000,1.4925,0.0075,1.4892,1.4925,-0.0033,11
2003-08-04 04:37:20.130000,7.6,Scotia Sea,1.4973,1.4892,0.0081,1.4756,1.4973,-0.0217,10
2003-07-15 20:27:50.530000,7.6,Carlsberg Ridge,1.4973,1.4564,0.0409,1.4892,1.4973,-0.0081,10
2003-06-20 06:19:38.910000,7.1,"105 km E of Cruzeiro do Sul, Brazil",1.4958,1.4973,-0.0015,1.4958,1.4756,0.0202,9
2003-05-26 19:23:27.940000,7.0,"116 km NE of Tobelo, Indonesia",1.4973,1.4698,0.0275,1.5000,1.5000,0.0000,11
2003-05-26 09:24:33.400000,7.0,"27 km SSW of ?funato, Japan",1.4925,1.4698,0.0227,1.4830,1.4527,0.0304,12
2003-03-17 16:36:17.310000,7.1,"Rat Islands, Aleutian Islands, Alaska",1.4973,1.4756,0.0217,1.4973,1.4564,0.0409,10
2003-01-22 02:06:34.610000,7.6,"16 km SSW of Cuyutlán, Mexico",1.4981,1.4945,0.0036,1.4981,1.4653,0.0328,13
2003-01-20 08:43:06.070000,7.3,"126 km W of Kirakira, Solomon Islands",1.4973,1.5000,-0.0027,1.5000,1.5000,0.0000,10
2002-11-17 04:53:53.540000,7.3,"262 km E of Dolinsk, Russia",1.4973,1.5000,-0.0027,1.4892,1.4756,0.0136,10
2002-11-03 22:12:41.518000,7.9,"2002 Denali Fault, Alaska Earthquake",1.5000,1.4011,0.0989,1.5000,1.4973,0.0027,9
2002-11-02 01:26:10.700000,7.4,"50 km NW of Sinabang, Indonesia",1.5000,1.4925,0.0075,1.5000,1.4981,0.0019,11
2002-10-10 10:50:20.570000,7.6,"102 km SSE of Manokwari, Indonesia",1.4564,1.4892,-0.0327,1.4892,1.4892,0.0000,10
2002-09-08 18:44:23.710000,7.6,"68 km ESE of Aitape, Papua New Guinea",1.5000,1.4317,0.0683,1.5000,1.4892,0.0108,10
2002-08-19 11:08:24.310000,7.7,south of the Fiji Islands,1.4973,1.4925,0.0048,1.5000,1.4698,0.0302,11
2002-08-19 11:01:01.190000,7.7,Fiji region,1.5000,1.4973,0.0027,1.4756,1.4973,-0.0217,10
2002-06-28 17:19:30.270000,7.3,"50 km SW of Dongning, China",1.4973,1.4698,0.0275,1.4892,1.4830,0.0061,11
2002-04-26 16:06:07,7.1,"20 km SSW of Merizo Village, Guam",1.4698,1.4830,-0.0132,1.4830,1.4925,-0.0094,12
2002-03-31 06:52:50.490000,7.1,"67 km ENE of Hualien City, Taiwan",1.5000,1.5000,0.0000,1.4981,1.5000,-0.0019,12
2002-03-05 21:16:09.130000,7.5,"Mindanao, Philippines",1.5000,1.4973,0.0027,1.4830,1.5000,-0.0170,9
2002-03-03 12:08:19.740000,7.4,"51 km SW of Jurm, Afghanistan",1.4698,1.5000,-0.0302,1.4981,1.4778,0.0203,13
2002-01-02 17:22:48.760000,7.2,"50 km WNW of Port-Vila, Vanuatu",1.4830,1.4986,-0.0156,1.4698,1.4778,-0.0080,13
2001-12-12 14:02:35.040000,7.1,south of Australia,1.5000,1.5000,0.0000,1.4756,1.4981,-0.0226,11
2001-11-14 09:26:10.010000,7.8,"Southern Qinghai, China",1.4973,1.4981,-0.0008,1.5000,1.4925,0.0075,11
2001-10-31 09:10:20,7.0,"40 km S of Kimbe, Papua New Guinea",1.4317,1.4317,0.0000,1.5000,1.4011,0.0989,10
2001-10-19 03:28:44.460000,7.5,"155 km E of Kendari, Indonesia",1.4892,1.5000,-0.0108,1.4892,1.4892,0.0000,10
2001-10-12 15:02:16.840000,7.0,"69 km SSE of Inarajan Village, Guam",1.4698,1.4981,-0.0283,1.5000,1.4698,0.0302,12
2001-08-21 06:52:06.250000,7.1,"295 km NE of Gisborne, New Zealand",1.5000,1.4778,0.0222,1.4981,1.4945,0.0036,13
2001-07-07 09:38:43.520000,7.6,"51 km SW of Punta de Bombón, Peru",1.4892,1.4698,0.0194,1.4973,1.4925,0.0048,11
2001-06-23 20:33:14.130000,8.4,"6 km SSW of Atico, Peru",1.4698,1.5000,-0.0302,1.4317,1.4981,-0.0665,12
2001-06-03 02:41:57.160000,7.2,"Kermadec Islands, New Zealand",1.4564,1.5000,-0.0436,1.4892,1.4698,0.0194,11
2001-02-24 07:23:48.730000,7.1,"137 km WNW of Ternate, Indonesia",1.5000,1.4756,0.0244,1.4564,1.4973,-0.0409,10
2001-02-13 19:28:30.260000,7.4,"102 km SSE of Bengkulu, Indonesia",1.4892,1.4973,-0.0081,1.4756,1.4892,-0.0136,10
2001-01-26 03:16:40.500000,7.7,"17 km NW of Bhach?u, India",1.4830,1.4925,-0.0094,1.4981,1.4981,0.0000,12
2001-01-13 17:33:32.380000,7.7,"28 km SSW of Puerto El Triunfo, El Salvador",1.4564,1.5000,-0.0436,1.4564,1.4925,-0.0361,11
2001-01-09 16:49:28,7.1,"16 km NE of Port-Olry, Vanuatu",1.4756,1.4011,0.0745,1.4756,1.4973,-0.0217,10
2001-01-01 06:57:04.170000,7.5,"21 km SE of Lukatan, Philippines",1.4830,1.5000,-0.0170,1.4958,1.4830,0.0127,8
2000-12-06 17:11:06.400000,7.0,"37 km E of Balkanabat, Turkmenistan",1.5000,1.4925,0.0075,1.5000,1.4925,0.0075,11
2000-11-17 21:01:56.490000,7.8,"138 km SSW of Kokopo, Papua New Guinea",1.4317,1.4892,-0.0575,1.5000,1.4973,0.0027,10
2000-11-16 07:42:16.930000,7.8,"135 km SE of Kokopo, Papua New Guinea",1.4317,1.4892,-0.0575,1.4892,1.4973,-0.0081,10
2000-11-16 04:54:56.740000,8.0,2000 New Ireland Earthquake,1.5000,1.5000,0.0000,1.4756,1.4892,-0.0136,10
2000-10-29 08:37:08.770000,7.0,"191 km ESE of Kokopo, Papua New Guinea",1.4973,1.4973,0.0000,1.4892,1.4973,-0.0081,10
2000-10-04 16:58:44.310000,7.0,"29 km WNW of Luganville, Vanuatu",1.4892,1.4981,-0.0090,1.4756,1.4527,0.0229,11
2000-08-06 07:27:12.900000,7.4,"Bonin Islands, Japan region",1.4925,1.4981,-0.0056,1.4830,1.4981,-0.0151,12
2000-06-18 14:44:13.310000,7.9,South Indian Ocean,1.5000,1.5000,0.0000,1.4958,1.4756,0.0202,9
2000-06-04 16:28:26.170000,7.9,"103 km S of Bengkulu, Indonesia",1.4973,1.4527,0.0446,1.5000,1.4981,0.0019,11
2000-05-12 18:43:18.120000,7.2,"75 km N of San Antonio de los Cobres, Argentina",1.4756,1.5000,-0.0244,1.4892,1.4564,0.0327,10
2000-05-04 04:21:16.210000,7.6,"89 km E of Luwuk, Indonesia",1.4892,1.4830,0.0061,1.4973,1.5000,-0.0027,11
2000-04-23 09:27:23.320000,7.0,"22 km NW of Añatuya, Argentina",1.4925,1.4698,0.0227,1.4925,1.3774,0.1150,12
2000-03-28 11:00:22.510000,7.6,"Volcano Islands, Japan region",1.4892,1.4830,0.0061,1.4973,1.4981,-0.0008,11
2000-02-25 01:43:58.640000,7.1,Vanuatu region,1.4981,1.4698,0.0283,1.4830,1.4981,-0.0151,12
2000-01-08 16:47:20.580000,7.2,"117 km SSW of Hihifo, Tonga",1.4892,1.5000,-0.0108,1.4973,1.4756,0.0217,10
