time,mag,lat,lon,depth,place
2001-01-13 17:33,7.7,13.049,-88.66,60.0,"28 km SSW of Puerto El Triunfo, El Salvador"
2001-01-09 16:49,7.1,-14.928,167.17,103.0,"16 km NE of Port-Olry, Vanuatu"
2001-01-01 06:57,7.5,6.898,126.579,33.0,"21 km SE of Lukatan, Philippines"
2000-12-06 17:11,7.0,39.566,54.799,30.0,"37 km E of Balkanabat, Turkmenistan"
2000-11-17 21:01,7.8,-5.496,151.781,33.0,"138 km SSW of Kokopo, Papua New Guinea"
2000-11-16 07:42,7.8,-5.233,153.102,30.0,"135 km SE of Kokopo, Papua New Guinea"
2000-11-16 04:54,8.0,-3.98,152.169,33.0,2000 New Ireland Earthquake
2000-10-29 08:37,7.0,-4.766,153.945,50.0,"191 km ESE of Kokopo, Papua New Guinea"
2000-10-04 16:58,7.0,-15.421,166.91,23.0,"29 km WNW of Luganville, Vanuatu"
2000-08-06 07:27,7.4,28.856,139.556,394.8,"Bonin Islands, Japan region"
2000-06-18 14:44,7.9,-13.802,97.453,10.0,South Indian Ocean
2000-06-04 16:28,7.9,-4.721,102.087,33.0,"103 km S of Bengkulu, Indonesia"
2000-05-12 18:43,7.2,-23.548,-66.452,225.0,"75 km N of San Antonio de los Cobres, Argentina"
2000-05-04 04:21,7.6,-1.105,123.573,26.0,"89 km E of Luwuk, Indonesia"
2000-04-23 09:27,7.0,-28.307,-62.99,608.5,"22 km NW of Añatuya, Argentina"
2000-03-28 11:00,7.6,22.338,143.73,126.5,"Volcano Islands, Japan region"
2000-02-25 01:43,7.1,-19.528,173.818,33.0,Vanuatu region
2000-01-08 16:47,7.2,-16.925,-174.248,183.4,"117 km SSW of Hihifo, Tonga"
