time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-08-07T20:48:05.400Z,-20.2779,-177.6095,508.56,4.5,mb,,98,4.815,1,us,us1000g6ec,2018-10-17T18:11:45.040Z,"267 km WNW of Haveluloto, Tonga",earthquake,13.8,9,0.111,29,reviewed,us,us
2018-08-07T20:10:52.630Z,-18.809,-175.507,273.26,4.5,mb,,116,5.287,0.85,us,us1000g6eb,2018-10-17T18:11:57.040Z,"161 km W of Neiafu, Tonga",earthquake,14.7,8.4,0.113,23,reviewed,us,us
2018-08-07T15:47:58.460Z,-18.0994,-177.6876,598.97,4.6,mb,,122,4.07,0.52,us,us1000g6e8,2018-10-17T18:11:45.040Z,"Fiji region",earthquake,11.4,9.6,0.093,34,reviewed,us,us
2018-08-07T07:56:17.410Z,-16.1228,-175.8266,372.26,4.3,mb,,119,4.488,0.46,us,us1000g6e2,2018-10-17T18:11:57.040Z,"218 km W of Hihifo, Tonga",earthquake,15.4,10.3,0.098,29,reviewed,us,us
2018-08-04T11:01:20.420Z,-17.8042,-177.9358,563.16,4.3,mb,,147,3.822,0.36,us,us1000g5c7,2018-10-16T15:34:05.040Z,"292 km E of Levuka, Fiji",earthquake,15.8,14.7,0.129,17,reviewed,us,us
2018-08-04T02:54:51.910Z,-18.8309,-177.6439,606.16,4.2,mb,,123,4.228,0.98,us,us1000g5by,2018-10-16T15:34:05.040Z,"Fiji region",earthquake,15.2,8.9,0.093,32,reviewed,us,us
2018-08-02T16:34:08.680Z,-15.5142,-177.3947,420.33,4.3,mb,,109,4.895,1.03,us,us1000g20v,2018-10-16T15:34:05.040Z,"153 km SSE of Alo, Wallis and Futuna",earthquake,15.8,8.3,0.056,90,reviewed,us,us
2018-08-01T06:58:01.490Z,-17.7647,-178.759,519.09,4.3,mb,,104,7.734,0.95,us,us1000g471,2018-10-16T15:34:05.040Z,"206 km E of Levuka, Fiji",earthquake,12,8.6,0.096,31,reviewed,us,us
2018-08-01T02:59:39.850Z,-15.5296,-178.3934,425.71,4.2,mb,,100,4.056,0.67,us,us1000g46u,2018-10-16T15:34:05.040Z,"138 km SSW of Alo, Wallis and Futuna",earthquake,8.4,8.8,0.082,41,reviewed,us,us
2018-07-30T05:43:16.520Z,-19.8377,-178.2478,656.86,4.2,mb,,94,4.076,1.33,us,us1000g2ks,2018-10-16T15:34:05.040Z,"Fiji region",earthquake,15.6,10.9,0.12,19,reviewed,us,us
2018-07-30T01:23:59.420Z,-17.4904,-178.9227,563.04,4.1,mb,,102,2.895,0.5,us,us1000g2kn,2018-10-16T15:34:05.040Z,"197 km ENE of Levuka, Fiji",earthquake,15.5,12.4,0.123,18,reviewed,us,us
2018-07-29T08:56:04.120Z,-19.5823,-177.7459,460.23,4.4,mb,,146,4.382,0.71,us,us1000g201,2018-10-09T16:43:20.040Z,"Fiji region",earthquake,15.1,8,0.066,66,reviewed,us,us
2018-07-29T02:05:05.460Z,-19.3002,-177.4825,548.14,4.3,mb,,89,4.509,0.86,us,us2000ggf3,2018-10-09T16:43:20.040Z,"Fiji region",earthquake,9.6,9.1,0.148,13,reviewed,us,us
2018-07-28T08:00:32.190Z,-17.8554,-178.3522,560.82,4.7,mb,,75,3.426,1.13,us,us2000gg0m,2022-08-08T06:37:37.021Z,"248 km E of Levuka, Fiji",earthquake,10.5,8.5,0.053,107,reviewed,us,us
2018-07-26T05:09:47.350Z,-20.3888,-177.572,511.5,4.1,mb,,116,4.902,0.51,us,us2000gi9y,2018-10-09T16:43:20.040Z,"259 km WNW of Haveluloto, Tonga",earthquake,8,12.2,0.114,21,reviewed,us,us
2018-07-24T19:26:58.500Z,-19.8557,-177.7775,431.01,4.3,mb,,48,4.473,0.97,us,us2000gcy5,2018-10-09T16:43:20.040Z,"Fiji region",earthquake,10,5.7,0.051,107,reviewed,us,us
2018-07-24T06:03:03.010Z,-19.938,-177.4242,544.84,4.2,mb,,107,4.806,0.41,us,us2000gf76,2018-10-09T16:43:20.040Z,"266 km WNW of Haveluloto, Tonga",earthquake,11.4,15.6,0.136,16,reviewed,us,us
2018-07-23T15:11:43.010Z,-19.6154,-177.9025,585.4,4.4,mb,,112,4.261,1.47,us,us2000gf3m,2018-10-09T16:43:20.040Z,"Fiji region",earthquake,18.8,12.5,0.149,13,reviewed,us,us
2018-07-22T23:43:48.290Z,-18.4479,-178.2006,456.86,4.1,mb,,125,3.631,0.99,us,us2000gel8,2018-10-04T14:15:24.040Z,"265 km E of Levuka, Fiji",earthquake,20,9,0.175,9,reviewed,us,us
